Frame,Car ID,Distance (m),Velocity (km/h),Timestamp (s)
217,11,23.02,111.93,1746835320.101
218,0,7.91,2.39,1746835320.252
218,1,17.47,-4.8,1746835320.252
218,2,27.11,25.31,1746835320.252
218,4,24.47,-8.63,1746835320.252
218,5,48.18,-43.27,1746835320.252
218,6,21.28,411.71,1746835320.252
218,7,59.83,-283.11,1746835320.252
218,8,40.46,496.44,1746835320.252
218,9,48.02,-252.69,1746835320.252
218,10,39.82,358.34,1746835320.252
218,12,39.51,136.9,1746835320.252
219,0,7.71,4.7,1746835320.405
219,1,17.86,-9.25,1746835320.405
219,3,29.27,-2.71,1746835320.405
219,4,23.09,32.64,1746835320.405
219,5,47.29,20.9,1746835320.405
219,6,40.55,-454.8,1746835320.405
219,8,22.49,424.12,1746835320.405
219,9,63.18,-357.87,1746835320.405
219,11,41.82,-222.76,1746835320.405
219,12,55.94,-388.1,1746835320.405
220,0,7.56,3.22,1746835320.574
220,1,18.26,-8.5,1746835320.574
220,3,28.63,13.61,1746835320.574
220,4,22.42,14.2,1746835320.574
220,5,42.72,97.17,1746835320.574
220,6,21.61,402.54,1746835320.574
220,7,39.9,222.97,1746835320.574
220,8,20.97,32.44,1746835320.574
220,9,35.37,591.32,1746835320.574
220,10,43.19,-37.65,1746835320.574
220,11,64.04,-472.49,1746835320.574
220,13,53.34,-54.9,1746835320.574
221,0,7.44,2.71,1746835320.73
221,1,28.42,-234.86,1746835320.73
221,2,18.55,64.53,1746835320.73
221,3,22.43,143.19,1746835320.73
221,5,46.83,-94.87,1746835320.73
221,6,55.2,-776.05,1746835320.73
221,8,38.81,-412.11,1746835320.73
221,10,23.12,463.61,1746835320.73
221,11,35.85,651.17,1746835320.73
222,0,7.27,3.42,1746835320.912
222,1,28.63,-4.04,1746835320.912
222,3,21.85,11.55,1746835320.912
222,4,18.84,38.18,1746835320.912
222,5,44.84,39.39,1746835320.912
222,6,44.9,204.08,1746835320.912
222,7,35.53,46.68,1746835320.912
222,8,51.09,-243.31,1746835320.912
222,9,52.11,-178.58,1746835320.912
222,10,38.18,-298.16,1746835320.912
223,0,7.31,-0.95,1746835321.081
223,1,18.33,218.58,1746835321.081
223,3,27.73,-124.81,1746835321.081
223,4,22.21,-71.67,1746835321.081
223,5,43.25,33.75,1746835321.081
223,6,44.6,6.37,1746835321.081
223,8,36.62,307.18,1746835321.081
223,10,37.68,10.51,1746835321.081
223,11,21.06,151.53,1746835321.081
224,0,7.11,4.72,1746835321.233
224,2,18.16,2.78,1746835321.233
224,3,29.99,-53.44,1746835321.233
224,4,21.93,6.71,1746835321.233
224,5,43.26,-0.28,1746835321.233
224,6,43.94,15.63,1746835321.233
224,7,38.49,-33.19,1746835321.233
225,0,6.92,4.6,1746835321.383
225,2,21.65,-84.13,1746835321.383
225,3,29.93,1.39,1746835321.383
225,4,17.31,111.36,1746835321.383
225,5,45.19,-46.37,1746835321.383
225,6,38.81,123.56,1746835321.383
225,7,38.82,-8.02,1746835321.383
225,8,51.42,-176.75,1746835321.383
226,0,6.79,3.06,1746835321.53
226,2,20.87,19.09,1746835321.53
226,3,28.44,36.25,1746835321.53
226,4,17.36,-1.14,1746835321.53
226,5,37.41,189.55,1746835321.53
226,6,48.43,-234.55,1746835321.53
226,7,45.3,-157.85,1746835321.53
226,9,39.93,70.9,1746835321.53
226,10,54.9,-138.01,1746835321.53
226,12,41.26,46.95,1746835321.53
227,0,6.73,1.52,1746835321.685
227,1,28.51,-60.7,1746835321.685
227,3,20.95,174.36,1746835321.685
227,4,33.04,-364.96,1746835321.685
227,6,48.12,7.34,1746835321.685
227,7,44.88,9.78,1746835321.685
227,8,39.89,137.21,1746835321.685
227,9,38.57,31.48,1746835321.685
227,10,56.45,-36.06,1746835321.685
228,0,6.59,3.41,1746835321.836
228,2,27.94,-83.34,1746835321.836
228,3,22.68,-41.4,1746835321.836
228,4,36.11,-73.29,1746835321.836
228,5,48.84,-134.76,1746835321.836
228,7,50.88,-143.3,1746835321.836
228,8,38.33,37.4,1746835321.836
228,9,36.99,37.83,1746835321.836
228,10,39.6,402.83,1746835321.836
228,12,42.34,-12.72,1746835321.836
229,0,6.61,-0.58,1746835321.988
229,2,28.82,-20.86,1746835321.988
229,3,21.05,38.53,1746835321.988
229,5,36.01,303.51,1746835321.988
229,6,46.5,19.2,1746835321.988
229,7,43.24,180.75,1746835321.988
229,8,53.06,-348.66,1746835321.988
229,11,38.82,-70.51,1746835321.988
230,0,6.6,0.28,1746835322.137
230,2,29.53,-17.16,1746835322.137
230,3,24.18,-75.46,1746835322.137
230,6,45.56,22.81,1746835322.137
230,7,29.08,341.45,1746835322.137
230,8,60.34,-175.63,1746835322.137
230,10,37.41,26.11,1746835322.137
231,0,6.32,6.83,1746835322.283
231,2,29.31,5.33,1746835322.283
231,3,20.12,99.82,1746835322.283
231,4,31.03,40.83,1746835322.283
231,6,44.42,28.07,1746835322.283
231,8,35.88,602.03,1746835322.283
231,10,42.84,-133.46,1746835322.283
232,0,6.24,2.01,1746835322.431
232,2,29.64,-7.84,1746835322.431
232,3,31.09,-266.62,1746835322.431
232,5,20.88,122.8,1746835322.431
232,6,45.46,-25.45,1746835322.431
232,8,37.11,-29.99,1746835322.431
233,0,6.13,2.77,1746835322.579
233,2,29.73,-2.35,1746835322.579
233,3,27.75,81.17,1746835322.579
233,5,36.35,-376.14,1746835322.579
233,6,22.44,559.73,1746835322.579
233,7,47.06,-146.29,1746835322.579
233,8,45.07,-193.43,1746835322.579
233,11,46.37,-45.93,1746835322.579
233,12,32.17,49.24,1746835322.579
234,0,6.05,1.85,1746835322.726
234,2,30.61,-21.64,1746835322.726
234,3,27.66,2.32,1746835322.726
234,4,35.65,-37.6,1746835322.726
234,6,43.58,-519.75,1746835322.726
234,8,23.72,524.87,1746835322.726
234,10,31.22,94.51,1746835322.726
235,0,5.9,3.58,1746835322.877
235,2,28.87,41.33,1746835322.877
235,3,27.37,6.86,1746835322.877
235,4,35.65,0.01,1746835322.877
235,6,43.48,2.4,1746835322.877
235,8,29.23,-131.12,1746835322.877
235,9,31.76,18.07,1746835322.877
236,0,5.64,6.39,1746835323.024
236,1,28.17,0.92,1746835323.024
236,3,26.28,26.73,1746835323.024
236,6,35.73,190.78,1746835323.024
236,7,44.01,24.77,1746835323.024
236,8,30.67,-35.34,1746835323.024
236,9,31.41,8.67,1746835323.024
236,10,35.62,-53.3,1746835323.024
237,0,5.66,-0.36,1746835323.176
237,2,28.36,6.19,1746835323.176
237,5,26.33,60.5,1746835323.176
237,6,37.17,-33.88,1746835323.176
237,7,46.59,-60.96,1746835323.176
237,8,28.08,61.0,1746835323.176
238,0,5.57,1.96,1746835323.325
238,2,28.72,-8.58,1746835323.325
238,4,27.45,65.88,1746835323.325
238,6,36.44,17.59,1746835323.325
238,7,46.76,-4.13,1746835323.325
238,8,27.4,16.42,1746835323.325
238,9,35.9,-53.57,1746835323.325
238,10,25.47,121.11,1746835323.325
238,11,31.43,72.12,1746835323.325
239,0,5.44,3.09,1746835323.476
239,1,28.91,-5.9,1746835323.476
239,4,25.43,48.26,1746835323.476
239,6,45.12,-207.31,1746835323.476
239,7,28.99,424.31,1746835323.476
239,9,36.71,-19.28,1746835323.476
239,12,33.2,-4.16,1746835323.476
240,0,5.34,2.56,1746835323.628
240,3,30.17,-23.17,1746835323.628
240,4,45.77,-483.38,1746835323.628
240,5,26.69,-2.91,1746835323.628
240,6,30.86,338.84,1746835323.628
240,7,37.38,-199.42,1746835323.628
240,10,38.3,-152.79,1746835323.628
240,11,32.07,-7.71,1746835323.628
241,0,5.18,3.75,1746835323.776
241,2,29.32,-4.86,1746835323.776
241,4,47.92,-52.12,1746835323.776
241,6,36.95,-147.88,1746835323.776
241,7,31.7,137.8,1746835323.776
241,8,38.16,-85.97,1746835323.776
241,9,35.66,12.55,1746835323.776
241,10,27.24,268.39,1746835323.776
241,12,41.74,-102.49,1746835323.776
241,13,32.11,23.87,1746835323.776
241,14,28.63,32.85,1746835323.776
242,0,5.06,2.98,1746835323.928
242,2,28.48,20.15,1746835323.928
242,4,48.21,-7.01,1746835323.928
242,5,33.54,-82.22,1746835323.928
242,7,38.38,-158.64,1746835323.928
242,9,34.35,31.21,1746835323.928
242,11,27.05,60.32,1746835323.928
242,12,42.19,-10.76,1746835323.928
242,13,35.32,-76.3,1746835323.928
242,14,26.75,44.63,1746835323.928
243,0,5.0,0.83,1746835324.162
243,2,27.21,19.39,1746835324.162
243,4,48.15,0.98,1746835324.162
243,6,36.76,1.81,1746835324.162
243,7,38.79,-6.33,1746835324.162
243,8,27.37,100.7,1746835324.162
243,11,26.49,8.65,1746835324.162
243,12,42.59,-6.06,1746835324.162
243,13,36.18,-13.14,1746835324.162
243,14,33.26,-99.97,1746835324.162
244,0,4.86,3.56,1746835324.311
244,2,26.71,12.22,1746835324.311
244,4,24.74,564.28,1746835324.311
244,5,35.44,-17.84,1746835324.311
244,6,48.07,-272.57,1746835324.311
244,7,27.99,260.39,1746835324.311
244,9,39.54,-48.71,1746835324.311
244,11,33.24,-162.72,1746835324.311
244,12,31.77,260.76,1746835324.311
245,0,4.64,5.11,1746835324.463
245,2,26.33,9.03,1746835324.463
245,4,33.3,-203.67,1746835324.463
245,5,27.06,199.47,1746835324.463
245,6,37.74,245.69,1746835324.463
245,7,25.63,56.16,1746835324.463
245,8,47.55,-241.64,1746835324.463
245,11,32.51,17.28,1746835324.463
245,12,32.34,-13.7,1746835324.463
245,13,50.73,-174.25,1746835324.463
245,14,37.75,-53.76,1746835324.463
245,15,24.99,6.29,1746835324.463
245,16,61.23,-4.9,1746835324.463
246,0,4.56,1.96,1746835324.617
246,2,26.94,-14.36,1746835324.617
246,4,26.98,147.66,1746835324.617
246,5,31.74,-109.62,1746835324.617
246,6,38.22,-11.27,1746835324.617
246,7,47.88,-520.34,1746835324.617
246,8,25.26,521.31,1746835324.617
246,9,32.34,84.99,1746835324.617
246,11,26.24,146.8,1746835324.617
246,12,37.21,-113.95,1746835324.617
246,14,31.41,148.16,1746835324.617
247,0,4.54,0.3,1746835324.765
247,2,27.16,-5.22,1746835324.765
247,4,31.39,-106.78,1746835324.765
247,5,47.84,-390.1,1746835324.765
247,6,38.63,-9.88,1746835324.765
247,7,25.78,535.48,1746835324.765
247,8,32.12,-166.21,1746835324.765
247,10,51.77,-89.28,1746835324.765
247,11,39.21,-314.45,1746835324.765
248,0,4.56,-0.41,1746835324.914
248,2,26.09,25.72,1746835324.914
248,4,27.5,93.75,1746835324.914
248,5,48.3,-11.11,1746835324.914
248,6,38.56,1.81,1746835324.914
248,7,26.19,-9.85,1746835324.914
248,8,32.25,-3.21,1746835324.914
248,10,29.35,540.64,1746835324.914
248,11,40.59,-33.23,1746835324.914
248,12,52.13,-180.23,1746835324.914
249,0,4.64,-1.94,1746835325.065
249,2,26.3,-4.99,1746835325.065
249,4,25.62,45.09,1746835325.065
249,5,48.71,-9.68,1746835325.065
249,6,28.41,242.9,1746835325.065
249,7,38.42,-292.63,1746835325.065
249,10,31.09,-41.79,1746835325.065
249,11,31.93,207.17,1746835325.065
249,12,52.97,-20.19,1746835325.065
249,13,39.48,67.25,1746835325.065
250,0,4.84,-4.83,1746835325.215
250,2,25.71,14.11,1746835325.215
250,4,48.63,-552.33,1746835325.215
250,5,29.95,450.2,1746835325.215
250,6,38.45,-241.06,1746835325.215
250,7,25.49,310.16,1746835325.215
250,9,31.47,5.23,1746835325.215
250,11,25.27,160.06,1746835325.215
250,12,41.63,272.33,1746835325.215
250,13,52.63,-315.55,1746835325.215
250,14,30.65,4.63,1746835325.215
250,15,38.12,-62.86,1746835325.215
251,0,5.02,-4.21,1746835325.368
251,2,25.58,2.96,1746835325.368
251,4,49.87,-29.13,1746835325.368
251,5,38.63,-203.77,1746835325.368
251,6,26.26,286.07,1746835325.368
251,7,25.38,2.69,1746835325.368
251,8,30.12,16.9,1746835325.368
251,11,31.17,-138.49,1746835325.368
251,12,67.7,-611.92,1746835325.368
251,13,25.29,641.8,1746835325.368
251,14,56.0,-595.14,1746835325.368
251,15,30.18,186.51,1746835325.368
252,0,5.05,-0.56,1746835325.525
252,2,25.82,-5.43,1746835325.525
252,4,49.66,4.7,1746835325.525
252,5,38.25,8.73,1746835325.525
252,6,28.79,-57.97,1746835325.525
252,7,25.33,1.2,1746835325.525
252,9,33.51,-23.64,1746835325.525
252,11,30.03,25.98,1746835325.525
252,12,24.76,983.62,1746835325.525
252,13,66.77,-950.43,1746835325.525
252,14,57.65,-37.75,1746835325.525
252,16,18.72,144.0,1746835325.525
252,17,33.02,-0.81,1746835325.525
252,18,30.09,0.0,1746835325.525
253,0,5.06,-0.39,1746835325.676
253,3,25.31,8.54,1746835325.676
253,4,48.29,32.73,1746835325.676
253,5,37.18,25.54,1746835325.676
253,6,28.64,3.65,1746835325.676
253,7,25.13,4.78,1746835325.676
253,8,29.86,3.03,1746835325.676
253,10,55.64,-144.6,1746835325.676
253,11,35.81,-137.92,1746835325.676
253,12,43.36,-444.35,1746835325.676
253,14,63.86,-148.47,1746835325.676
253,15,17.78,144.93,1746835325.676
253,16,24.66,-141.94,1746835325.676
254,0,5.19,-2.82,1746835325.831
254,1,25.54,5.14,1746835325.831
254,4,46.9,32.32,1746835325.831
254,5,36.86,7.46,1746835325.831
254,6,29.12,-11.14,1746835325.831
254,7,25.54,-9.73,1746835325.831
254,9,53.73,-238.46,1746835325.831
254,10,38.54,398.3,1746835325.831
254,12,58.06,-342.35,1746835325.831
254,13,25.3,489.0,1746835325.831
254,14,30.8,770.01,1746835325.831
254,15,17.81,-0.56,1746835325.831
255,0,5.24,-1.33,1746835325.985
255,1,25.33,5.04,1746835325.985
255,4,29.23,412.64,1746835325.985
255,5,47.25,-242.38,1746835325.985
255,6,25.17,92.17,1746835325.985
255,7,37.36,-275.74,1746835325.985
255,9,39.61,329.51,1746835325.985
255,10,60.51,-512.95,1746835325.985
255,12,54.09,92.68,1746835325.985
255,13,31.58,-146.58,1746835325.985
255,14,17.65,306.81,1746835325.985
255,15,23.83,-140.64,1746835325.985
256,0,5.29,-0.98,1746835326.145
256,1,25.13,4.59,1746835326.145
256,4,25.29,88.65,1746835326.145
256,5,28.55,421.14,1746835326.145
256,6,47.69,-507.45,1746835326.145
256,7,38.39,-23.2,1746835326.145
256,8,57.6,-213.1,1746835326.145
256,10,40.45,451.83,1746835326.145
256,11,53.19,-133.58,1746835326.145
256,13,23.92,172.67,1746835326.145
256,14,24.51,-154.51,1746835326.145
256,15,33.57,-219.31,1746835326.145
256,16,16.77,60.62,1746835326.145
256,17,17.56,89.86,1746835326.145
257,0,5.29,0.0,1746835326.304
257,1,25.66,-12.1,1746835326.304
257,3,25.11,1.15,1746835326.304
257,5,30.41,-41.96,1746835326.304
257,6,46.89,18.13,1746835326.304
257,7,38.78,-8.88,1746835326.304
257,8,51.32,142.18,1746835326.304
257,10,60.9,-462.55,1746835326.304
257,11,38.55,331.25,1746835326.304
257,13,32.58,-195.87,1746835326.304
257,14,39.4,-336.91,1746835326.304
257,15,23.16,235.49,1746835326.304
257,16,16.59,4.16,1746835326.304
258,0,5.32,-0.83,1746835326.458
258,1,25.65,0.25,1746835326.458
258,4,24.81,5.5,1746835326.458
258,5,45.76,-359.2,1746835326.458
258,6,31.68,355.83,1746835326.458
258,7,38.1,15.8,1746835326.458
258,9,23.66,121.47,1746835326.458
258,10,39.36,503.73,1746835326.458
258,11,63.67,-587.52,1746835326.458
258,12,30.73,177.9,1746835326.458
259,0,5.39,-1.53,1746835326.608
259,1,25.61,0.85,1746835326.608
259,4,24.81,-0.01,1746835326.608
259,5,47.35,-37.8,1746835326.608
259,6,38.66,-166.68,1746835326.608
259,7,40.29,-52.13,1746835326.608
259,8,23.05,334.13,1746835326.608
259,10,32.02,175.44,1746835326.608
259,11,17.53,1102.31,1746835326.608
259,12,54.01,-556.26,1746835326.608
259,13,68.05,-419.16,1746835326.608
259,15,26.3,-37.12,1746835326.608
260,0,5.46,-1.67,1746835326.763
260,2,24.86,2.8,1746835326.763
260,4,24.48,7.81,1746835326.763
260,5,47.41,-1.39,1746835326.763
260,6,22.43,377.67,1746835326.763
260,7,39.23,24.55,1746835326.763
260,8,17.63,126.06,1746835326.763
260,9,40.24,-195.39,1746835326.763
260,11,26.22,-202.29,1746835326.763
260,12,30.34,550.88,1746835326.763
260,13,65.14,67.71,1746835326.763
260,15,55.52,-679.94,1746835326.763
261,0,5.39,1.06,1746835326.987
261,1,24.78,7.91,1746835326.987
261,4,24.7,-3.51,1746835326.987
261,5,46.26,18.46,1746835326.987
261,6,22.38,0.72,1746835326.987
261,7,39.31,-1.26,1746835326.987
261,9,26.5,220.53,1746835326.987
261,11,53.35,-435.66,1746835326.987
261,12,64.72,-552.02,1746835326.987
262,0,5.15,5.7,1746835327.14
262,1,24.75,0.75,1746835327.14
262,4,24.84,-3.36,1746835327.14
262,5,43.89,55.68,1746835327.14
262,6,38.23,-373.53,1746835327.14
262,7,20.72,438.33,1746835327.14
262,9,29.18,-63.15,1746835327.14
262,10,49.04,-115.29,1746835327.14
262,11,63.51,-239.46,1746835327.14
262,13,30.21,333.57,1746835327.14
262,14,41.65,-9.69,1746835327.14
262,16,31.62,-64.74,1746835327.14
263,0,5.19,-0.91,1746835327.298
263,1,24.61,3.27,1746835327.298
263,3,26.05,-3.42,1746835327.298
263,5,20.49,534.47,1746835327.298
263,6,45.37,-163.09,1746835327.298
263,8,38.65,-141.58,1746835327.298
263,9,18.25,249.66,1746835327.298
263,10,25.96,527.11,1746835327.298
263,11,62.85,15.16,1746835327.298
263,13,30.79,-13.14,1746835327.298
263,14,51.91,-234.3,1746835327.298
263,16,44.85,-302.01,1746835327.298
263,18,30.76,-1.36,1746835327.298
264,0,5.19,0.05,1746835327.459
264,1,24.27,7.49,1746835327.459
264,4,20.28,51.43,1746835327.459
264,5,26.3,-129.75,1746835327.459
264,6,44.84,11.82,1746835327.459
264,7,18.2,28.44,1746835327.459
264,9,38.03,-441.61,1746835327.459
264,10,50.97,-558.21,1746835327.459
264,11,29.04,754.64,1746835327.459
264,12,64.75,-0.2,1746835327.459
264,15,30.67,128.59,1746835327.459
264,17,48.97,-86.03,1746835327.459
264,18,61.83,-693.58,1746835327.459
264,19,30.3,0.0,1746835327.459
265,0,5.57,-8.94,1746835327.612
265,1,24.32,-1.06,1746835327.612
265,2,21.07,16.09,1746835327.612
265,4,26.16,-138.57,1746835327.612
265,5,44.09,-419.4,1746835327.612
265,8,18.12,235.38,1746835327.612
265,9,38.17,-3.35,1746835327.612
265,10,64.14,-310.6,1746835327.612
265,11,29.25,-4.93,1746835327.612
265,12,41.1,557.54,1746835327.612
265,14,34.74,196.95,1746835327.612
265,15,30.74,-1.73,1746835327.612
265,17,30.66,431.58,1746835327.612
266,0,24.74,-448.79,1746835327.765
266,1,21.04,76.74,1746835327.765
266,2,5.64,361.14,1746835327.765
266,4,25.92,5.56,1746835327.765
266,5,43.78,7.28,1746835327.765
266,6,18.29,311.8,1746835327.765
266,8,66.81,-1139.5,1746835327.765
266,10,29.75,805.03,1746835327.765
266,11,36.75,-175.45,1746835327.765
266,14,40.92,-144.78,1746835327.765
266,15,30.15,13.78,1746835327.765
266,16,29.84,115.48,1746835327.765
266,17,63.29,-763.63,1746835327.765
266,18,33.29,335.23,1746835327.765
266,20,26.96,0.0,1746835327.765
267,0,20.98,83.81,1746835327.927
267,1,24.9,-86.09,1746835327.927
267,3,25.75,1.74,1746835327.927
267,4,18.55,164.31,1746835327.927
267,5,44.18,-8.93,1746835327.927
267,6,29.85,-257.36,1746835327.927
267,10,63.6,-754.17,1746835327.927
267,11,37.19,-9.79,1746835327.927
267,12,50.77,-110.38,1746835327.927
267,13,6.12,141.09,1746835327.927
267,14,39.76,25.95,1746835327.927
267,15,29.86,6.64,1746835327.927
267,16,30.38,-11.92,1746835327.927
267,17,25.06,851.63,1746835327.927
267,18,33.0,6.27,1746835327.927
268,0,20.46,11.95,1746835328.082
268,1,25.33,-10.03,1746835328.082
268,2,18.87,-150.4,1746835328.082
268,3,25.02,16.97,1746835328.082
268,4,43.88,-587.6,1746835328.082
268,6,30.0,-3.49,1746835328.082
268,10,37.16,613.49,1746835328.082
268,11,49.39,-282.96,1746835328.082
268,12,60.27,-220.5,1746835328.082
268,13,24.14,-418.07,1746835328.082
268,14,26.27,312.83,1746835328.082
268,15,32.16,-53.55,1746835328.082
268,16,30.45,-1.58,1746835328.082
268,17,29.33,-99.06,1746835328.082
268,18,8.11,577.31,1746835328.082
269,0,25.13,-105.19,1746835328.242
269,1,20.27,114.22,1746835328.242
269,2,44.42,-576.05,1746835328.242
269,3,29.95,-111.17,1746835328.242
269,6,18.65,255.83,1746835328.242
269,8,37.01,225.1,1746835328.242
269,9,24.91,75.77,1746835328.242
269,10,48.43,-254.17,1746835328.242
269,11,60.28,-245.55,1746835328.242
269,12,31.07,658.61,1746835328.242
269,13,24.67,-11.96,1746835328.242
269,14,30.3,-90.82,1746835328.242
269,15,29.45,61.24,1746835328.242
269,16,32.7,-50.9,1746835328.242
270,0,24.83,6.89,1746835328.398
270,1,20.33,-1.43,1746835328.398
270,2,44.52,-2.49,1746835328.398
270,6,30.71,-278.66,1746835328.398
270,7,18.42,-0.85,1746835328.398
270,9,36.08,-257.97,1746835328.398
270,10,24.84,544.8,1746835328.398
270,11,47.24,301.21,1746835328.398
270,12,62.25,-720.21,1746835328.398
270,13,26.49,-41.94,1746835328.398
270,15,31.79,-54.11,1746835328.398
271,0,24.64,4.41,1746835328.55
271,1,20.56,-5.53,1746835328.55
271,3,45.04,-176.57,1746835328.55
271,5,18.51,148.41,1746835328.55
271,6,30.58,3.18,1746835328.55
271,7,25.43,-166.09,1746835328.55
271,8,47.81,-126.2,1746835328.55
271,10,36.57,-277.72,1746835328.55
271,12,61.62,14.95,1746835328.55
271,13,32.36,-139.12,1746835328.55
272,0,24.63,0.24,1746835328.7
272,1,20.64,-1.69,1746835328.7
272,2,44.16,4.38,1746835328.7
272,3,18.78,630.31,1746835328.7
272,6,25.7,117.21,1746835328.7
272,8,31.57,389.74,1746835328.7
272,9,58.74,-270.17,1746835328.7
272,10,38.68,-50.77,1746835328.7
272,15,19.89,141.85,1746835328.7
273,0,24.65,-0.33,1746835328.85
273,1,20.63,0.19,1746835328.85
273,2,45.08,-22.1,1746835328.85
273,3,18.83,-1.29,1746835328.85
273,4,47.95,-19.11,1746835328.85
273,7,25.05,4.56,1746835328.85
273,8,32.83,-30.35,1746835328.85
273,10,39.25,-13.64,1746835328.85
273,11,57.54,-82.04,1746835328.85
273,15,19.97,-1.78,1746835328.85
273,16,25.11,44.97,1746835328.85
274,0,20.68,91.89,1746835329.005
274,1,24.52,-90.34,1746835329.005
274,2,44.93,3.37,1746835329.005
274,3,18.8,0.75,1746835329.005
274,7,24.49,13.11,1746835329.005
274,8,33.93,-25.4,1746835329.005
274,9,36.56,261.64,1746835329.005
274,10,59.42,-467.61,1746835329.005
274,11,24.35,769.49,1746835329.005
274,12,19.57,332.5,1746835329.005
274,13,19.64,100.65,1746835329.005
274,16,31.98,-159.3,1746835329.005
275,0,24.34,-84.53,1746835329.161
275,1,20.99,81.61,1746835329.161
275,2,45.49,-12.88,1746835329.161
275,3,18.72,1.92,1746835329.161
275,7,35.34,-251.07,1746835329.161
275,8,33.66,6.08,1746835329.161
275,9,23.57,300.35,1746835329.161
275,12,18.65,21.3,1746835329.161
275,14,59.78,-115.51,1746835329.161
276,0,24.0,7.97,1746835329.314
276,1,45.79,-580.81,1746835329.314
276,2,20.82,577.83,1746835329.314
276,3,19.09,-8.65,1746835329.314
276,5,34.55,-75.49,1746835329.314
276,6,34.07,-49.08,1746835329.314
276,10,23.61,416.64,1746835329.314
276,11,59.57,-409.74,1746835329.314
276,13,18.93,8.23,1746835329.314
277,0,23.81,4.5,1746835329.465
277,1,47.0,-28.77,1746835329.465
277,2,19.31,36.07,1746835329.465
277,3,21.73,-63.04,1746835329.465
277,6,32.53,36.8,1746835329.465
277,8,23.95,114.84,1746835329.465
277,9,34.58,-130.18,1746835329.465
277,10,23.89,-6.87,1746835329.465
277,12,59.65,-484.76,1746835329.465
277,13,19.01,-1.83,1746835329.465
277,14,20.38,465.84,1746835329.465
277,18,31.24,-60.21,1746835329.465
278,0,23.76,1.26,1746835329.614
278,2,19.42,-2.63,1746835329.614
278,3,48.49,-645.59,1746835329.614
278,5,24.26,123.47,1746835329.614
278,6,21.92,255.96,1746835329.614
278,7,31.1,33.68,1746835329.614
278,9,24.09,252.95,1746835329.614
278,10,39.29,-371.32,1746835329.614
278,11,24.84,416.75,1746835329.614
278,12,61.35,-40.95,1746835329.614
278,15,18.57,6.58,1746835329.614
278,17,36.4,-16.62,1746835329.614
278,18,32.42,-28.37,1746835329.614
278,19,20.43,16.48,1746835329.614
279,0,23.39,8.52,1746835329.769
279,1,48.98,-23.52,1746835329.769
279,2,19.66,-5.77,1746835329.769
279,4,24.47,91.98,1746835329.769
279,5,21.43,65.92,1746835329.769
279,7,30.66,10.2,1746835329.769
279,8,24.09,-1.65,1746835329.769
279,9,39.99,-370.35,1746835329.769
279,10,35.17,95.82,1746835329.769
279,11,59.2,-800.72,1746835329.769
279,14,20.69,-3.72,1746835329.769
279,15,18.94,-8.77,1746835329.769
280,0,23.36,0.7,1746835329.921
280,1,48.6,8.94,1746835329.921
280,3,20.16,333.16,1746835329.921
280,4,24.96,-11.58,1746835329.921
280,6,20.9,12.05,1746835329.921
280,7,24.28,151.63,1746835329.921
280,8,30.47,-151.55,1746835329.921
280,9,39.87,2.83,1746835329.921
280,10,60.87,-610.1,1746835329.921
280,11,35.02,574.17,1746835329.921
280,14,41.75,-499.94,1746835329.921
281,0,22.67,16.48,1746835330.072
281,2,48.27,-339.34,1746835330.072
281,4,24.88,1.91,1746835330.072
281,5,20.15,15.15,1746835330.072
281,6,21.45,-13.02,1746835330.072
281,7,30.72,-152.76,1746835330.072
281,8,24.13,150.3,1746835330.072
281,9,20.54,458.26,1746835330.072
281,10,40.31,487.46,1746835330.072
281,13,35.42,-97.31,1746835330.072
281,14,63.2,-508.68,1746835330.072
281,16,60.64,-96.66,1746835330.072
281,17,42.24,-45.87,1746835330.072
282,0,23.03,-8.41,1746835330.227
282,2,48.12,3.44,1746835330.227
282,4,21.57,76.95,1746835330.227
282,5,24.78,-107.61,1746835330.227
282,6,19.84,37.39,1746835330.227
282,7,31.25,-12.32,1746835330.227
282,8,24.04,2.16,1746835330.227
282,9,20.32,5.14,1746835330.227
282,10,40.31,0.01,1746835330.227
282,12,35.49,151.96,1746835330.227
282,13,63.82,-660.78,1746835330.227
282,16,59.71,21.72,1746835330.227
282,17,42.2,0.94,1746835330.227
283,0,22.97,1.42,1746835330.379
283,2,47.69,10.19,1746835330.379
283,3,21.64,-11.67,1746835330.379
283,5,31.45,-158.25,1746835330.379
283,6,19.89,-1.1,1746835330.379
283,7,24.3,164.75,1746835330.379
283,8,23.53,12.2,1746835330.379
283,9,39.07,-444.51,1746835330.379
283,11,34.72,2.33,1746835330.379
283,14,64.18,-11.47,1746835330.379
283,16,17.46,1001.47,1746835330.379
284,0,22.85,2.9,1746835330.529
284,2,48.14,-10.72,1746835330.529
284,4,22.29,-8.61,1746835330.529
284,5,31.87,-10.02,1746835330.529
284,6,20.3,-9.95,1746835330.529
284,7,24.57,-6.52,1746835330.529
284,8,38.58,-361.38,1746835330.529
284,10,23.74,197.65,1746835330.529
284,11,34.2,12.48,1746835330.529
284,12,18.06,207.88,1746835330.529
284,13,63.49,3.89,1746835330.529
285,0,22.65,4.69,1746835330.68
285,2,47.12,24.24,1746835330.68
285,4,22.34,-1.15,1746835330.68
285,5,24.98,164.7,1746835330.68
